Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,627115,-,-,-,24.49,9.46,1,1083,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2022,4,27,7,30,21.900000000000002,0.07,0.276,0.77,128,376,245,0,-5.5,128,376,0,245,15.44,71.91,0.34,886,1,281,3.1
2022,4,27,8,30,25.5,0.07,0.263,0.77,175,599,490,0,-4.800000000000001,175,599,0,490,13.120000000000001,58.33,0.34,886,1,272,4.3
2022,4,27,9,30,28.5,0.08,0.248,0.77,201,730,720,0,-4.800000000000001,201,730,0,720,11.05,44.69,0.34,886,0.9,262,5.7
2022,4,27,10,30,30.3,0.09,0.24,0.77,216,801,901,0,-5.1000000000000005,216,801,0,901,9.75,31.220000000000002,0.34,886,0.9,251,6.300000000000001
2022,4,27,11,30,31.400000000000002,0.09,0.23900000000000002,0.77,227,835,1019,0,-5.4,227,835,0,1019,8.89,18.580000000000002,0.34,886,0.9,246,6.7
2022,4,27,12,30,32.1,0.08,0.25,0.77,239,841,1065,0,-5.800000000000001,239,841,0,1065,8.31,10.64,0.34,886,0.8,244,7
2022,4,27,13,30,32.5,0.08,0.264,0.77,243,822,1030,0,-6.300000000000001,243,822,0,1030,7.8500000000000005,16.75,0.34,885,0.8,244,7
2022,4,27,14,30,32.6,0.08,0.273,0.77,237,784,922,0,-6.800000000000001,237,784,0,922,7.46,29.09,0.34,884,0.8,246,6.800000000000001
2022,4,27,15,30,32.300000000000004,0.08,0.278,0.77,219,720,750,0,-7.5,219,720,0,750,7.21,42.480000000000004,0.34,884,0.8,248,6.5
2022,4,27,16,30,31.5,0.08,0.28400000000000003,0.77,191,612,533,0,-8.1,191,612,0,533,7.22,56.1,0.34,884,0.7000000000000001,251,5.800000000000001
2022,4,27,17,30,29.5,0.08,0.293,0.77,144,411,287,0,-8.4,144,411,0,287,7.9,69.7,0.34,884,0.7000000000000001,257,4.2
2022,4,27,18,30,25.6,0.08,0.303,0.77,54,74,63,0,-8.4,54,74,0,63,9.89,83.09,0.34,885,0.7000000000000001,266,2.2
2022,4,27,19,30,23.200000000000003,0.07,0.314,0.77,0,0,0,0,-8.5,0,0,0,0,11.34,96.34,0.34,885,0.7000000000000001,281,1.8
2022,4,27,20,30,21.900000000000002,0.06,0.323,0.77,0,0,0,0,-8.6,0,0,0,0,12.18,108.97,0.34,886,0.8,296,1.8
2022,4,27,21,30,20.8,0.05,0.328,0.77,0,0,0,0,-8.700000000000001,0,0,0,0,12.92,120.71000000000001,0.34,886,0.8,309,2
2022,4,27,22,30,19.700000000000003,0.05,0.327,0.77,0,0,0,0,-8.8,0,0,0,0,13.8,130.9,0.34,886,0.7000000000000001,315,2.1
2022,4,27,23,30,18.8,0.05,0.32,0.77,0,0,0,0,-8.6,0,0,0,0,14.8,138.34,0.34,886,0.7000000000000001,318,2.3000000000000003
2022,4,28,0,30,18.1,0.05,0.31,0.77,0,0,0,0,-8.1,0,0,0,0,16.01,141.43,0.34,886,0.7000000000000001,319,2.5
2022,4,28,1,30,17.400000000000002,0.06,0.3,0.77,0,0,0,0,-7.6000000000000005,0,0,0,0,17.47,139.14000000000001,0.34,886,0.7000000000000001,318,2.7
2022,4,28,2,30,16.8,0.06,0.28800000000000003,0.77,0,0,0,0,-7.2,0,0,0,0,18.7,132.25,0.34,886,0.7000000000000001,315,2.9000000000000004
2022,4,28,3,30,16.2,0.06,0.276,0.77,0,0,0,0,-7,0,0,0,0,19.71,122.4,0.34,886,0.7000000000000001,314,2.9000000000000004
2022,4,28,4,30,15.5,0.07,0.265,0.77,0,0,0,0,-6.9,0,0,0,0,20.72,110.84,0.34,886,0.6000000000000001,313,2.9000000000000004
2022,4,28,5,30,15.3,0.07,0.257,0.77,0,0,0,0,-6.9,0,0,0,0,21.1,98.32000000000001,0.34,887,0.6000000000000001,313,2.8000000000000003
2022,4,28,6,30,17.1,0.08,0.251,0.77,37,50,41,0,-6.800000000000001,37,50,0,41,18.97,85.09,0.34,887,0.6000000000000001,312,3.5
2022,4,28,7,30,20.700000000000003,0.08,0.248,0.77,125,421,257,0,-6.6000000000000005,125,421,0,257,15.370000000000001,71.76,0.34,888,0.6000000000000001,309,4.4
2022,4,28,8,30,24.6,0.08,0.248,0.77,174,635,508,0,-6.7,174,635,0,508,11.99,58.18,0.34,888,0.5,298,4.2
2022,4,28,9,30,27.700000000000003,0.07,0.25,0.77,206,745,736,0,-7.5,206,745,0,736,9.42,44.54,0.34,888,0.5,284,4.3
2022,4,28,10,30,29.200000000000003,0.07,0.25,0.77,226,808,918,0,-8,226,808,0,918,8.28,31.060000000000002,0.34,888,0.5,273,4.2
2022,4,28,11,30,30.3,0.07,0.251,0.77,238,841,1036,0,-8.700000000000001,238,841,0,1036,7.37,18.36,0.34,888,0.5,268,4.3
2022,4,28,12,30,31.1,0.06,0.258,0.77,247,846,1079,0,-9.4,247,846,0,1079,6.67,10.32,0.34,888,0.5,268,4.4
2022,4,28,13,30,31.6,0.05,0.271,0.77,251,827,1044,0,-10,251,827,0,1044,6.19,16.57,0.34,888,0.5,271,4.6000000000000005
2022,4,28,14,30,31.700000000000003,0.05,0.28800000000000003,0.77,249,783,934,0,-10.200000000000001,249,783,0,934,6.03,28.98,0.34,887,0.5,277,4.7
2022,4,28,15,30,31.5,0.04,0.308,0.77,237,699,753,0,-10.3,237,699,0,753,6.05,42.4,0.34,887,0.6000000000000001,283,4.7
2022,4,28,16,30,30.8,0.03,0.326,0.77,210,572,529,0,-10.4,210,572,0,529,6.2700000000000005,56.02,0.34,887,0.6000000000000001,289,4.5
2022,4,28,17,30,28.900000000000002,0.03,0.341,0.77,157,363,283,0,-10.3,157,363,0,283,7.0600000000000005,69.62,0.34,887,0.6000000000000001,292,3.4000000000000004
2022,4,28,18,30,25,0.02,0.353,0.77,54,52,61,0,-9.8,54,52,0,61,9.22,82.99,0.34,888,0.6000000000000001,295,1.7000000000000002
2022,4,28,19,30,22.700000000000003,0.02,0.376,0.77,0,0,0,0,-9.3,0,0,0,0,11.040000000000001,96.23,0.34,888,0.7000000000000001,305,1.6
2022,4,28,20,30,21.6,0.01,0.41600000000000004,0.77,0,0,0,0,-8.5,0,0,0,0,12.540000000000001,108.83,0.34,889,0.7000000000000001,322,1.6
2022,4,28,21,30,20.6,0,0.465,0.77,0,0,0,0,-7.5,0,0,0,0,14.34,120.54,0.34,889,0.7000000000000001,340,1.6
2022,4,28,22,30,19.700000000000003,0,0.515,0.77,0,0,0,0,-6.5,0,0,0,0,16.38,130.67000000000002,0.34,890,0.8,267,1.7000000000000002
2022,4,28,23,30,18.900000000000002,0,0.5670000000000001,0.77,0,0,0,0,-5.5,0,0,0,0,18.6,138.07,0.34,890,0.8,9,1.8
2022,4,29,0,30,18.2,0,0.607,0.77,0,0,0,0,-4.4,0,0,0,0,21.17,141.11,0.34,889,0.8,16,1.8
2022,4,29,1,30,17.6,0,0.627,0.77,0,0,0,0,-3.3000000000000003,0,0,0,0,23.91,138.83,0.35000000000000003,889,0.8,21,1.9000000000000001
2022,4,29,2,30,17.2,0,0.641,0.77,0,0,0,0,-2.4000000000000004,0,0,0,0,26.23,131.98,0.35000000000000003,889,0.8,26,1.8
2022,4,29,3,30,16.7,0,0.651,0.77,0,0,0,0,-1.7000000000000002,0,0,0,0,28.37,122.16,0.35000000000000003,889,0.8,31,1.8
2022,4,29,4,30,16.3,0,0.653,0.77,0,0,0,0,-1.2000000000000002,0,0,0,0,30.17,110.64,0.35000000000000003,890,0.8,35,1.8
2022,4,29,5,30,16.400000000000002,0,0.654,0.77,0,0,0,5,-0.9,0,0,0,0,30.76,98.14,0.35000000000000003,890,0.8,39,1.8
2022,4,29,6,30,18.2,0,0.657,0.77,19,1,19,6,-0.7000000000000001,16,0,7,16,27.87,84.93,0.35000000000000003,891,0.8,43,2.1
2022,4,29,7,30,22.5,0,0.656,0.77,176,130,217,8,-0.5,96,1,0,96,21.59,71.62,0.35000000000000003,891,0.9,49,3.2
2022,4,29,8,30,26.200000000000003,0,0.648,0.77,287,311,452,8,-1.1,309,33,0,326,16.6,58.04,0.35000000000000003,892,0.9,66,2.5
2022,4,29,9,30,28.900000000000002,0,0.626,0.77,352,449,673,0,-2.6,352,449,0,673,12.69,44.4,0.35000000000000003,892,0.9,112,1.1
2022,4,29,10,30,30.5,0,0.609,0.77,389,537,850,0,-3.1,389,537,0,850,11.15,30.900000000000002,0.35000000000000003,892,0.9,184,1
2022,4,29,11,30,31.700000000000003,0.01,0.6,0.77,408,587,966,8,-3.6,408,587,5,966,10.03,18.150000000000002,0.35000000000000003,891,0.9,201,1.8
2022,4,29,12,30,32.6,0,0.595,0.77,415,603,1009,3,-4.2,768,192,0,956,9.120000000000001,10.01,0.35000000000000003,891,0.9,203,2.7
2022,4,29,13,30,33.1,0,0.59,0.77,409,598,982,1,-4.800000000000001,409,598,0,982,8.5,16.4,0.35000000000000003,890,0.8,205,3.5
2022,4,29,14,30,33,0,0.5740000000000001,0.77,382,569,879,8,-5.300000000000001,382,569,5,879,8.18,28.88,0.35000000000000003,890,0.8,205,4
2022,4,29,15,30,32.5,0,0.551,0.77,337,510,714,1,-5.9,337,510,0,714,8.05,42.32,0.35000000000000003,890,0.8,205,4.4
2022,4,29,16,30,31.5,0.01,0.524,0.77,274,413,505,3,-6.5,323,12,0,330,8.14,55.95,0.35000000000000003,890,0.7000000000000001,204,4.4
2022,4,29,17,30,29.5,0.01,0.495,0.77,184,243,270,0,-7,184,243,0,270,8.83,69.53,0.35000000000000003,890,0.7000000000000001,203,3.5
2022,4,29,18,30,25.900000000000002,0.02,0.466,0.77,52,24,55,5,-7,52,24,5,55,10.82,82.9,0.35000000000000003,890,0.7000000000000001,198,2
2022,4,29,19,30,23.5,0.02,0.442,0.77,0,0,0,0,-7,0,0,0,0,12.5,96.12,0.35000000000000003,890,0.6000000000000001,189,1.7000000000000002
2022,4,29,20,30,22.400000000000002,0.02,0.427,0.77,0,0,0,0,-7,0,0,0,0,13.35,108.69,0.35000000000000003,891,0.6000000000000001,181,1.9000000000000001
2022,4,29,21,30,21.400000000000002,0.02,0.417,0.77,0,0,0,0,-7.1000000000000005,0,0,0,0,14.13,120.36,0.35000000000000003,891,0.6000000000000001,176,2.1
2022,4,29,22,30,20.6,0.02,0.40800000000000003,0.77,0,0,0,0,-7.2,0,0,0,0,14.71,130.45,0.35000000000000003,891,0.6000000000000001,177,2.4000000000000004
2022,4,29,23,30,19.6,0.02,0.397,0.77,0,0,0,0,-7.4,0,0,0,0,15.450000000000001,137.79,0.35000000000000003,891,0.6000000000000001,182,2.5
2022,4,30,0,30,18.5,0.03,0.385,0.77,0,0,0,0,-7.6000000000000005,0,0,0,0,16.32,140.8,0.35000000000000003,891,0.6000000000000001,190,2.2
2022,4,30,1,30,17.7,0.03,0.368,0.77,0,0,0,0,-7.7,0,0,0,0,16.98,138.53,0.35000000000000003,891,0.6000000000000001,198,1.9000000000000001
2022,4,30,2,30,17.400000000000002,0.03,0.34600000000000003,0.77,0,0,0,0,-7.800000000000001,0,0,0,0,17.12,131.71,0.35000000000000003,890,0.6000000000000001,205,1.5
2022,4,30,3,30,17.3,0.04,0.32,0.77,0,0,0,0,-7.9,0,0,0,0,17.09,121.93,0.35000000000000003,891,0.5,214,1.1
2022,4,30,4,30,17.2,0.05,0.296,0.77,0,0,0,0,-8,0,0,0,0,17.080000000000002,110.44,0.35000000000000003,891,0.5,220,0.7000000000000001
2022,4,30,5,30,17.3,0.06,0.279,0.77,0,0,0,0,-8.1,0,0,0,0,16.87,97.97,0.35000000000000003,891,0.6000000000000001,208,0.4
2022,4,30,6,30,18.6,0.07,0.267,0.77,39,50,44,0,-8.200000000000001,39,50,0,44,15.46,84.78,0.35000000000000003,891,0.6000000000000001,171,0.4
2022,4,30,7,30,21.900000000000002,0.08,0.26,0.77,128,409,258,0,-8.200000000000001,128,409,0,258,12.6,71.48,0.35000000000000003,892,0.7000000000000001,162,0.9
2022,4,30,8,30,25.400000000000002,0.09,0.258,0.77,176,618,505,0,-8.5,176,618,0,505,9.950000000000001,57.910000000000004,0.35000000000000003,892,0.7000000000000001,206,1.8
2022,4,30,9,30,28.700000000000003,0.09,0.258,0.77,207,726,727,0,-9.3,207,726,0,727,7.73,44.27,0.35000000000000003,892,0.8,230,3.6
2022,4,30,10,30,30.8,0.1,0.256,0.77,226,792,906,0,-9.5,226,792,0,906,6.75,30.75,0.35000000000000003,892,0.8,228,4.800000000000001
2022,4,30,11,30,31.900000000000002,0.1,0.25,0.77,235,830,1024,0,-9.4,235,830,0,1024,6.36,17.95,0.35000000000000003,892,0.8,224,5.4
2022,4,30,12,30,32.7,0.1,0.242,0.77,235,851,1074,0,-9.4,235,851,0,1074,6.09,9.700000000000001,0.35000000000000003,891,0.7000000000000001,223,5.5
2022,4,30,13,30,33.2,0.1,0.23600000000000002,0.77,229,848,1043,0,-9.600000000000001,229,848,0,1043,5.82,16.23,0.35000000000000003,890,0.7000000000000001,223,5.4
2022,4,30,14,30,33.4,0.1,0.231,0.77,216,823,937,0,-9.9,216,823,0,937,5.62,28.79,0.35000000000000003,890,0.7000000000000001,225,5.2
2022,4,30,15,30,33.4,0.11,0.219,0.77,192,779,769,0,-10.200000000000001,192,779,0,769,5.48,42.24,0.35000000000000003,889,0.7000000000000001,227,5.1000000000000005
2022,4,30,16,30,32.9,0.13,0.198,0.77,156,702,549,0,-10.700000000000001,156,702,0,549,5.45,55.870000000000005,0.35000000000000003,889,0.8,229,4.9
2022,4,30,17,30,30.900000000000002,0.16,0.178,0.77,112,555,307,0,-11.200000000000001,112,555,0,307,5.8500000000000005,69.45,0.35000000000000003,888,0.8,230,3.7
2022,4,30,18,30,26.700000000000003,0.18,0.169,0.77,52,203,77,0,-11.3,52,203,0,77,7.390000000000001,82.81,0.35000000000000003,889,0.9,226,2
2022,4,30,19,30,24.3,0.17,0.171,0.77,0,0,0,0,-11.100000000000001,0,0,0,0,8.68,96,0.35000000000000003,889,0.9,227,2
2022,4,30,20,30,22.900000000000002,0.16,0.184,0.77,0,0,0,3,-10.5,0,0,0,0,9.89,108.55,0.35000000000000003,889,0.9,237,1.9000000000000001
2022,4,30,21,30,21.400000000000002,0.13,0.21,0.77,0,0,0,0,-9.8,0,0,0,0,11.49,120.19,0.35000000000000003,890,0.9,255,1.6
2022,4,30,22,30,20.3,0.1,0.249,0.77,0,0,0,0,-9.3,0,0,0,0,12.780000000000001,130.23,0.35000000000000003,890,0.9,276,1.4000000000000001
2022,4,30,23,30,19.5,0.08,0.295,0.77,0,0,0,5,-9.1,0,0,0,0,13.58,137.52,0.35000000000000003,890,0.9,300,1.4000000000000001
2013,5,1,0,30,18.8,0.06,0.34400000000000003,0.77,0,0,0,0,-9.200000000000001,0,0,0,0,14.08,140.5,0.35000000000000003,890,0.9,322,1.4000000000000001
2013,5,1,1,30,20.200000000000003,0.07,0.553,0.73,0,0,0,0,-4.4,0,0,0,0,18.650000000000002,138.18,0.36,892,1.2000000000000002,208,1.4000000000000001
2013,5,1,2,30,19.8,0.07,0.528,0.73,0,0,0,0,-4.4,0,0,0,0,19.22,131.39000000000001,0.36,892,1.2000000000000002,221,1.4000000000000001
2013,5,1,3,30,19.6,0.08,0.506,0.73,0,0,0,0,-4.5,0,0,0,0,19.21,121.66,0.36,892,1.2000000000000002,231,1.3
2013,5,1,4,30,19.6,0.08,0.491,0.73,0,0,0,0,-4.9,0,0,0,0,18.73,110.21000000000001,0.36,892,1.2000000000000002,236,1.2000000000000002
2013,5,1,5,30,20.1,0.08,0.481,0.73,0,0,0,0,-5.2,0,0,0,0,17.650000000000002,97.76,0.36,892,1.2000000000000002,236,1.1
2013,5,1,6,30,21.8,0.09,0.47300000000000003,0.73,31,9,31,0,-4.9,31,9,0,31,16.27,84.60000000000001,0.36,893,1.2000000000000002,230,0.9
2013,5,1,7,30,24.8,0.09,0.466,0.73,160,230,233,1,-4.7,160,230,0,233,13.83,71.3,0.36,893,1.3,220,1
2013,5,1,8,30,28.200000000000003,0.09,0.457,0.73,237,434,468,0,-6.4,237,434,0,468,9.93,57.74,0.36,893,1.3,211,1.6
2013,5,1,9,30,31.900000000000002,0.09,0.447,0.73,283,564,687,0,-5.7,283,564,0,687,8.46,44.1,0.36,893,1.3,214,2.8000000000000003
2013,5,1,10,30,34.2,0.09,0.441,0.73,311,641,863,0,-5.2,311,641,0,863,7.76,30.57,0.36,893,1.3,215,3.7
2013,5,1,11,30,35.4,0.09,0.439,0.73,327,679,974,0,-4.9,327,679,0,974,7.42,17.71,0.36,893,1.4000000000000001,214,4.1000000000000005
2013,5,1,12,30,36,0.09,0.438,0.73,333,693,1017,0,-4.6000000000000005,333,693,0,1017,7.3100000000000005,9.34,0.36,893,1.4000000000000001,213,4.1000000000000005
2013,5,1,13,30,36.2,0.09,0.435,0.73,327,685,985,0,-4.5,327,685,0,985,7.3100000000000005,16.05,0.36,892,1.4000000000000001,212,3.7
2013,5,1,14,30,36.1,0.09,0.431,0.73,309,653,882,0,-4.4,309,653,0,882,7.4,28.68,0.36,892,1.4000000000000001,210,3.1
2013,5,1,15,30,35.6,0.1,0.432,0.73,281,586,715,0,-4.4,281,586,0,715,7.61,42.17,0.36,891,1.4000000000000001,205,2.3000000000000003
2013,5,1,16,30,34.6,0.1,0.435,0.73,237,469,501,0,-4.4,237,469,0,501,8.06,55.800000000000004,0.36,891,1.5,178,1.3
2013,5,1,17,30,32.6,0.1,0.441,0.73,169,279,267,0,-3.5,169,279,0,267,9.61,69.37,0.36,891,1.5,108,0.6000000000000001
2013,5,1,18,30,29.1,0.1,0.456,0.73,52,30,55,0,-1.2000000000000002,52,30,0,55,13.94,82.71000000000001,0.36,891,1.5,71,1.1
2013,5,1,19,30,27,0.1,0.483,0.73,0,0,0,0,-2,0,0,0,0,14.88,95.88,0.36,892,1.6,57,2.1
2013,5,1,20,30,26,0.09,0.508,0.73,0,0,0,0,-1.4000000000000001,0,0,0,0,16.45,108.4,0.36,892,1.6,51,3.2
2013,5,1,21,30,24.900000000000002,0.09,0.527,0.73,0,0,0,8,0,0,0,0,0,19.43,119.99000000000001,0.36,893,1.6,48,3.7
2013,5,1,22,30,24.1,0.09,0.537,0.73,0,0,0,8,1.6,0,0,0,0,22.87,129.98,0.36,893,1.6,45,3.8000000000000003
2013,5,1,23,30,23.3,0.08,0.537,0.73,0,0,0,4,2.9000000000000004,0,0,0,0,26.36,137.21,0.36,893,1.6,43,3.4000000000000004
2013,5,2,0,30,22.5,0.08,0.529,0.73,0,0,0,3,3.6,0,0,0,0,29.060000000000002,140.15,0.36,892,1.5,41,2.9000000000000004
2013,5,2,1,30,21.8,0.08,0.52,0.73,0,0,0,0,3.5,0,0,0,0,30.060000000000002,137.88,0.36,891,1.5,39,2.5
2013,5,2,2,30,21,0.08,0.51,0.73,0,0,0,0,2.9000000000000004,0,0,0,0,30.2,131.13,0.36,891,1.5,38,2.2
2013,5,2,3,30,20.400000000000002,0.08,0.496,0.73,0,0,0,3,2.1,0,0,0,0,29.810000000000002,121.44,0.36,891,1.5,39,2
2013,5,2,4,30,19.900000000000002,0.08,0.481,0.73,0,0,0,3,1.6,0,0,0,0,29.61,110.01,0.36,890,1.5,43,1.8
2013,5,2,5,30,20.1,0.08,0.467,0.73,0,0,0,0,1.2000000000000002,0,0,0,0,28.32,97.59,0.36,891,1.5,51,1.6
2013,5,2,6,30,22,0.09,0.456,0.73,33,11,34,3,0.9,33,11,5,34,24.72,84.45,0.36,891,1.5,59,1.5
2013,5,2,7,30,26.1,0.09,0.449,0.73,157,241,235,0,0.4,157,241,0,235,18.64,71.17,0.36,891,1.5,82,1.9000000000000001
2013,5,2,8,30,29.900000000000002,0.11,0.442,0.73,230,443,468,0,-2,230,443,0,468,12.530000000000001,57.620000000000005,0.36,892,1.6,150,2.3000000000000003
2013,5,2,9,30,32.5,0.11,0.432,0.73,274,571,685,0,-3.3000000000000003,274,571,0,685,9.790000000000001,43.980000000000004,0.36,892,1.6,187,4.1000000000000005
2013,5,2,10,30,33.9,0.07,0.5640000000000001,0.73,358,558,839,0,-3,358,558,0,839,9.25,30.43,0.36,892,1.6,201,5.1000000000000005
2013,5,2,11,30,35,0.06,0.558,0.73,378,602,952,0,-2.8000000000000003,378,602,0,952,8.86,17.52,0.36,892,1.6,213,5.800000000000001
2013,5,2,12,30,35.7,0.07,0.547,0.73,380,623,996,0,-2.7,380,623,0,996,8.56,9.040000000000001,0.36,891,1.6,219,6
2013,5,2,13,30,36.1,0.07,0.526,0.73,365,623,964,0,-2.7,365,623,0,964,8.41,15.89,0.36,891,1.7000000000000002,220,5.6000000000000005
2013,5,2,14,30,36.2,0.07,0.502,0.73,338,602,867,0,-2.5,338,602,0,867,8.48,28.59,0.36,890,1.6,218,5
2013,5,2,15,30,35.9,0.07,0.494,0.73,303,538,703,0,-2.4000000000000004,303,538,0,703,8.68,42.09,0.36,890,1.6,215,4.4
2013,5,2,16,30,35.2,0.08,0.499,0.73,254,421,491,0,-2.5,254,421,0,491,8.94,55.72,0.36,889,1.7000000000000002,208,3.8000000000000003
2013,5,2,17,30,33.300000000000004,0.09,0.505,0.73,177,237,260,0,-2.5,177,237,0,260,9.950000000000001,69.29,0.36,889,1.7000000000000002,197,2.8000000000000003
2013,5,2,18,30,29.900000000000002,0.09,0.517,0.73,51,20,54,3,-0.7000000000000001,51,20,5,54,13.73,82.62,0.36,889,1.7000000000000002,183,1.7000000000000002
2013,5,2,19,30,28,0.1,0.535,0.73,0,0,0,1,-0.7000000000000001,0,0,0,0,15.38,95.77,0.36,890,1.7000000000000002,181,1.8
2013,5,2,20,30,27.400000000000002,0.11,0.545,0.73,0,0,0,5,-0.7000000000000001,0,0,0,0,15.93,108.26,0.36,890,1.7000000000000002,188,1.5
2013,5,2,21,30,26.400000000000002,0.11,0.539,0.73,0,0,0,4,-0.5,0,0,0,0,17.2,119.81,0.36,890,1.7000000000000002,232,0.7000000000000001
2013,5,2,22,30,24.5,0.1,0.535,0.73,0,0,0,8,0,0,0,0,0,19.92,129.76,0.36,890,1.8,351,0.4
2013,5,2,23,30,23.6,0.09,0.547,0.73,0,0,0,7,0.6000000000000001,0,0,0,0,21.96,136.94,0.36,890,1.9000000000000001,271,1.7000000000000002
2013,5,3,0,30,22.8,0.09,0.5680000000000001,0.73,0,0,0,7,2.4000000000000004,0,0,0,0,26.22,139.85,0.36,890,2,6,3.7
2013,5,3,1,30,22.200000000000003,0.09,0.588,0.73,0,0,0,7,5.2,0,0,0,0,33.08,137.6,0.36,890,2.1,7,5.6000000000000005
2013,5,3,2,30,21.900000000000002,0.09,0.597,0.73,0,0,0,3,8,0,0,0,0,40.84,130.88,0.36,890,2.3000000000000003,7,7.1000000000000005
2013,5,3,3,30,21.400000000000002,0.11,0.617,0.73,0,0,0,5,10,0,0,0,0,48.36,121.22,0.36,890,2.4000000000000004,5,7.5
2013,5,3,4,30,20.900000000000002,0.11,0.62,0.73,0,0,0,8,11.3,0,0,0,0,54.15,109.83,0.36,890,2.4000000000000004,3,7
2013,5,3,5,30,20.6,0.11,0.6,0.73,0,0,0,8,11.600000000000001,0,0,0,0,56.24,97.43,0.36,890,2.5,2,6.1000000000000005
2013,5,3,6,30,21.1,0.11,0.5750000000000001,0.73,27,5,27,7,11.4,22,0,7,22,53.88,84.31,0.36,891,2.5,90,6.2
2013,5,3,7,30,22.900000000000002,0.11,0.544,0.73,166,184,226,8,10.700000000000001,29,0,0,29,46.08,71.04,0.36,891,2.5,272,7.4
2013,5,3,8,30,25.1,0.13,0.522,0.73,249,382,454,3,9.9,331,26,0,345,38.19,57.49,0.36,892,2.5,11,7.4
2013,5,3,9,30,27.3,0.15,0.518,0.73,300,504,663,7,9.4,433,245,0,610,32.46,43.85,0.36,892,2.6,15,5.800000000000001
2013,5,3,10,30,29.1,0.13,0.513,0.73,333,578,832,7,8.8,495,52,0,540,28.05,30.3,0.36,892,2.6,93,4.1000000000000005
2013,5,3,11,30,30.6,0.13,0.513,0.73,353,618,942,7,7.7,589,131,0,714,23.93,17.34,0.36,892,2.6,333,3.2
2013,5,3,12,30,30.8,0.15,0.519,0.73,360,628,981,7,6.7,587,293,0,877,22.03,8.75,0.36,892,2.7,297,3.6
2013,5,3,13,30,29.6,0.17,0.518,0.73,354,620,950,1,6.5,354,620,0,950,23.39,15.74,0.36,892,2.7,282,3.9000000000000004
2013,5,3,14,30,28.700000000000003,0.18,0.463,0.73,314,619,858,8,6.7,466,441,0,854,24.94,28.5,0.36,891,2.6,284,2.3000000000000003
2013,5,3,15,30,28.6,0.2,0.381,0.73,255,613,710,8,6.300000000000001,429,286,0,642,24.34,42.02,0.36,890,2.4000000000000004,281,0.6000000000000001
2013,5,3,16,30,28.8,0.22,0.337,0.73,199,543,506,8,5.7,187,5,0,190,23.17,55.65,0.36,890,2.3000000000000003,251,0.9
2013,5,3,17,30,28.1,0.22,0.312,0.73,141,385,278,8,5.6000000000000005,7,0,0,7,23.93,69.21000000000001,0.36,891,2.2,245,1.5
2013,5,3,18,30,26.400000000000002,0.23,0.289,0.73,56,98,68,8,6,35,0,7,35,27.150000000000002,82.52,0.36,891,2.2,221,0.8
2013,5,3,19,30,25.200000000000003,0.24,0.274,0.73,0,0,0,7,6.1000000000000005,0,0,0,0,29.37,95.65,0.36,891,2.1,178,0.7000000000000001
2013,5,3,20,30,24.5,0.25,0.268,0.73,0,0,0,8,5.9,0,0,0,0,30.21,108.12,0.36,891,2.2,174,1
2013,5,3,21,30,23.6,0.25,0.267,0.73,0,0,0,8,5.7,0,0,0,0,31.490000000000002,119.64,0.36,891,2.2,195,1.3
2013,5,3,22,30,22.700000000000003,0.25,0.262,0.73,0,0,0,8,5.800000000000001,0,0,0,0,33.47,129.54,0.36,891,2.3000000000000003,220,1.6
2013,5,3,23,30,22.1,0.27,0.248,0.73,0,0,0,7,6.7,0,0,0,0,37.01,136.68,0.36,891,2.4000000000000004,242,2
2013,5,4,0,30,21.700000000000003,0.29,0.23500000000000001,0.73,0,0,0,8,8.3,0,0,0,0,42.08,139.56,0.36,891,2.5,260,2.1
2013,5,4,1,30,21.5,0.29,0.231,0.73,0,0,0,8,9.3,0,0,0,0,45.56,137.31,0.36,891,2.6,274,2.1
2013,5,4,2,30,21.3,0.27,0.249,0.73,0,0,0,8,9.700000000000001,0,0,0,0,47.49,130.63,0.36,891,2.7,282,2
